,Song_name,shakira
283,after i am gone en espanol   ,"""No me preguntes mas por mi si ya sabes cual es la respuesta desde el momento en que te vi se a lo que voy."", ""yo me propongo ser de ti una victima casi perfecta yo me propongo ser de ti un volcan hoy."", ""el amor tal vez es un mal comun y asi como ves estoy viva aun sera cuestion de suerte."", ""coro: creo que empiezo a entender despacio,despacio,comienzas a caer que nos deseabamos desde antes de nacer te siento,te siento,desde antes de nacer tengo el presentimiento de que empieza la accion adentro,adentro,te vas quedando y las mujeres somos las de la intuici\u00c3\u00b3n asi,estoy dispuesta a todo amor."", ""yo te propongo un desliz un error convertido en acierto."", ""yo me propongo ser de ti un volcan hoy."", ""el amor tal vez es un mal comun y asi como ves estoy viva aun sera cuestion de suerte."", ""coro: creo que empiezo a entender..."""
284,hay amores en ingles   ,"""Ay, mi bien, \u00c2\u00bfqu\u00c3\u00a9 no har\u00c3\u00ada yo por ti? Por tenerte un segundo Alejados del mundo y cerquita de m\u00c3\u00ad"", ""Ay, mi bien, como el r\u00c3\u00ado Magdalena Que se funde en la arena del mar Quiero fundirme yo en ti"", ""Hay amores que se vuelven resistentes a los da\u00c3\u00b1os Como el vino que mejora con los a\u00c3\u00b1os As\u00c3\u00ad crece lo que siento yo por ti"", ""Hay amores que se esperan al invierno y florecen Y en las noches del oto\u00c3\u00b1o reverdecen Tal como el amor que siento yo por ti"", ""Ay, mi bien, no te olvides del mar Que en las noches me ha visto llorar Tantos recuerdos de ti"", ""Ay, mi bien, no te olvides del d\u00c3\u00ada Que separ\u00c3\u00b3 a tu vida De la pobre vida que me toc\u00c3\u00b3 vivir"", ""Hay amores que se vuelven resistentes a los da\u00c3\u00b1os Como el vino que mejora con los a\u00c3\u00b1os As\u00c3\u00ad crece lo que siento yo por ti"", ""Hay amores que parece que se acaban y florecen Y en las noches del oto\u00c3\u00b1o reverdecen Tal como el amor que siento yo por ti"", ""Yo por ti Por ti Como el amor que siento yo por ti"""
285,donde estas corazan   ,
286,just a girl   ,"""Remove that pink line of my eyes I'm exposed And it's not a great surprise You think I don't know Exactly where I have to be That world is forcing myself To hold your hand Because I'm just a girl, a small girl Don't leave me out of your vision I'm just a girl, beautiful and delicate Then don't leave me with any right Oh... And I tolerated until the moment! The moment in that I stepped out of here A lot of reasons exist For me to run and hide I don't manage to just do the small things Me until it tried, dear But they are those small things That I fear, therefore I am just a girl I preferred not to be Because them nor they let to go Late at night I am just a girl I think I am half crazy Because all sit down and they look at me With those eyes I am just a girl Take a good look in me Typical prototype Oh... I tolerated here Oh... am I being clear enough? I am just a girl I am just a girl in the world Everything is that you let me to be! I am just a girl, living in captivity Their rules They worry me Am I just a girl, which is my destiny? What is forced to do Is doing me numbed I am just a girl. Excuse me That is a bale I am just a girl. Supplies my Doesn't have nor comparison Oh... I tolerated too much Oh... I tolerated too much Oh... I tolerated too much here"""
287,la gota fria con carlos vives   ,"""Acordate Moralito de aquel d\u00c3\u00ada que estuviste en Urumita y no quisiste hacer parranda Te fuiste de ma\u00c3\u00b1anita ser\u00c3\u00ada de la misma rabia Te fuiste de ma\u00c3\u00b1anita ser\u00c3\u00ada de la misma rabia"", ""En mis notas soy extenso a mi nadie me corrige En mis notas soy extenso a mi nadie me corrige para tocar con Lorenzo ma\u00c3\u00b1ana s\u00c3\u00a1bado, dia de la Virgen para tocar con Lorenzo ma\u00c3\u00b1ana s\u00c3\u00a1bado, dia de la Virgen"", ""Me lleva \u00c3\u00a9l o me lo llevo yo pa' que se acabe la vaina Me lleva \u00c3\u00a9l o me lo llevo yo pa' que se acabe la vaina Ay ! Morales a mi no me lleva porque no me da la gana Moralito a mi no me lleva porque no me da la gana"", ""Que cultura, que cultura va a tener un indio chumeca como Lorenzo Morales que cultura va a tener si naci\u00c3\u00b3 en los cardonales que cultura va a tener si naci\u00c3\u00b3 en los cardonales"", ""Me lleva \u00c3\u00a9l o me lo llevo yo"", ""Yo tengo un recado grosero para Lorenzo Miguel Yo tengo un recado grosero para Lorenzo Miguel que \u00c3\u00a9l me trat\u00c3\u00b3 de embustero a mi si m\u00c3\u00a1s embustero es \u00c3\u00a9l que \u00c3\u00a9l me trat\u00c3\u00b3 de embustero si m\u00c3\u00a1s embustero es \u00c3\u00a9l"", ""Hey jefa eso me lo llevo pa' que se acabe la vaina me lleva \u00c3\u00a9l o me lo llevo yo pa' que se acabe la vaina Ay ! Morales a mi no me lleva porque no me da la gana Moralito a mi no me lleva porque no me da la gana"", ""Moralito, Moralito se creia que \u00c3\u00a9l a mi, que \u00c3\u00a9l a mi me iba a ganar y cuando me oy\u00c3\u00b3 tocar le cayo la gota fr\u00c3\u00ada, y cuando me oy\u00c3\u00b3 cantar le cayo la gota fr\u00c3\u00ada. al cabo \u00c3\u00a9l la compart\u00c3\u00ada y el tiro le sali\u00c3\u00b3 mal al cabo \u00c3\u00a9l la compart\u00c3\u00ada el tiro le sali\u00c3\u00b3 mal ..."""
288,deja vu   ,
289,la tortura shaken remix   ,"""Ay, ay, ay (A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s)"", ""No pido que todos los d\u00c3\u00adas sean de sol No pido que todos los viernes sean de fiesta Y tampoco te pido que vuelvas rogando perd\u00c3\u00b3n Si lloras con los ojos secos y hablando de ella"", ""Ay, amor, me duele tanto Me duele tanto Que te fueras sin decir a d\u00c3\u00b3nde Ay, amor, fue una tortura perderte"", ""Yo s\u00c3\u00a9 que no he sido un santo Pero lo puedo arreglar, amor No s\u00c3\u00b3lo de pan vive el hombre Y no de excusas vivo yo"", ""S\u00c3\u00b3lo de errores se aprende Y hoy s\u00c3\u00a9 que es tuyo mi coraz\u00c3\u00b3n Mejor te guardas todo eso A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s"", ""Ay, ay, ay (A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s)"", ""No puedo pedir que el invierno perdone a un rosal No puedo pedir a los olmos que entreguen peras No puedo pedirle lo eterno a un simple mortal Y andar arrojando a los cerdos miles de perlas"", ""Ay, amor, me duele tanto Me duele tanto Que no creas m\u00c3\u00a1s en mis promesas Ay, amor, es una tortura perderte"", ""Yo s\u00c3\u00a9 que no he sido un santo Pero lo puedo arreglar, amor No s\u00c3\u00b3lo de pan vive el hombre Y no de excusas vivo yo"", ""S\u00c3\u00b3lo de errores se aprende Y hoy s\u00c3\u00a9 que es tuyo mi coraz\u00c3\u00b3n Mejor te guardas todo eso A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s (A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s)"", ""Oye, negrita, mira Tienes mi amor, tienes mi amor Oye, mi negra (ay) Yo s\u00c3\u00b3lo soy un hombre arrepentido (A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s)"", ""Yo s\u00c3\u00a9 que no he sido un santo Y es que no estoy hecho de cart\u00c3\u00b3n No s\u00c3\u00b3lo de pan vive el hombre Y no de excusas vivo yo"", ""S\u00c3\u00b3lo de errores se aprende Y hoy s\u00c3\u00a9 que es tuyo mi coraz\u00c3\u00b3n"", ""Ay, ay, ay, ay, ay Ay, todo lo que he hecho por ti Fue una tortura perderte Y me duele tanto que sea as\u00c3\u00ad Sigue llorando perd\u00c3\u00b3n Yo, yo no voy a llorar por ti"""
290,ilegal en portugues   ,"""Quem pensaria que voc\u00c3\u00aa poderia me machucar Da maneira que voc\u00c3\u00aa fez T\u00c3\u00a3o cuidadoso, t\u00c3\u00a3o determinado"", ""Desde que voc\u00c3\u00aa se foi Eu mordo minhas unhas por dias e horas E questiono minhas pr\u00c3\u00b3prias perguntas continuamente"", ""Diga-me agora, diga-me agora Por que voc\u00c3\u00aa est\u00c3\u00a1 t\u00c3\u00a3o distante Quando eu ainda estou t\u00c3\u00a3o perto"", ""(Refr\u00c3\u00a3o) Voc\u00c3\u00aa nem mesmo sabe o significado das palavras \""sinto muito\"" Voc\u00c3\u00aa disse que me amaria at\u00c3\u00a9 morrer At\u00c3\u00a9 onde eu sei voc\u00c3\u00aa continua vivo Amor Voc\u00c3\u00aa nem mesmo sabe o significado das palavras \""sinto muito\"" Eu acho que deveria ser ilegal enganar o cora\u00c3\u00a7\u00c3\u00a3o de uma mulher"", ""Eu tentei tanto ser atenciosa A tudo que voc\u00c3\u00aa queria Sempre dava assist\u00c3\u00aancia, sempre paciente O que eu fiz de errado? Eu estou surpresa por dias e horas \u00c3\u0089 aqui, n\u00c3\u00a3o \u00c3\u00a9 aqui que \u00c3\u00a9 o seu lugar"", ""De qualquer modo, de qualquer modo Eu desejo a voc\u00c3\u00aas dois o melhor Eu desejo que voc\u00c3\u00aas tenham sucesso"", ""(Refr\u00c3\u00a3o 2x)"""
291,chasing shadows   ,"""Sunrise blinded by the morning light Already dreaming of tonight -night, -night, -night, -night, -night, -night"", ""And I know that it won't be long Oh, we can't hide From a love that burns this strong"", ""But it's just you and me And we chase our shadows We're waiting for, just waiting for The sun to go down But until it does We'll chase our shadows And when the night comes We will run from nothing, my love"", ""But it's just you and me And we chase our shadows We're waiting for, just waiting for The sun to go down But until it does We'll chase our shadows And when the night comes We will run from nothing, my love"", ""Nothing, my love Nothing, my love Nothing, my love Nothing, my love Nothing, my love Nothing, my love Nothing, my love Nothing, my..."", ""Night time And I am back in your arms Where all my dreams are brought to life Life, life, life, life, life, life"", ""And I know that it won't be long Oh, we can't hide From a love that burns this strong"", ""But it's just you and me And we chase our shadows We're waiting for, just waiting for The sun to go down But until it does We'll chase our shadows And when the night comes We will run from nothing, my love"", ""But it's just you and me And we chase our shadows We're waiting for, just waiting for The sun to go down But until it does We'll chase our shadows And when the night comes We will run from nothing, my love"", ""Nothing, my love Nothing, my love Nothing, my love Nothing, my love Nothing, my love Nothing, my love Nothing, my love Nothing, my love"""
292,eres   ,"""Eres sensacional, un loco de ideas raras muy original, eres sentimental tambi\u00c3\u00a9n transparente pero tan diferente a todo el que conozco."", ""igual yo reconozco cuando estoy sin ti no me siento viva, no me siento plena solo t\u00c3\u00ba me llenas que eres mi prisi\u00c3\u00b3n y dulce condena."", ""Qu\u00c3\u00a9 es lo que te hace ser tan especial paralizas mi alma s\u00c3\u00b3lo con hablar Qu\u00c3\u00a9 tienen tus ojos que hacen derretirme y me encantas t\u00c3\u00ba tu estilo de amar."", ""Qu\u00c3\u00a9 es lo que te hace ser tan so'ador dices lo que piensas sin ning\u00c3\u00ban temor eres brisa y calma, eres fuego y emoci\u00c3\u00b3n vi su oscuridad y o' calor."", ""Tu agresividad y mi alma salvaje que busca intimidarme poeta empedernido bohemio confundido ha sido para m\u00c3\u00ad mi espacio y mi tiempo mi mejor invento porque t\u00c3\u00ba me ense\u00c3\u00b1aste la dulce emoci\u00c3\u00b3n de enamorarme. Qu\u00c3\u00a9 es lo que te hace ser tan especial ..."""
293,lo imprescindible en portugues   ,"""Bleib, baby, bleib, baby Geh nicht wieder weg Bleib, baby, bleib, baby Geh nicht wieder weg"", ""Una m\u00c3\u00a1quina de pensar en ti Eso es lo que soy, lo que siempre fui"", ""Sabes que me est\u00c3\u00a1 matando esta espera cruel La resignaci\u00c3\u00b3n es un deseo sin piel Y cada d\u00c3\u00ada llora algo muy dentro de m\u00c3\u00ad No hay forma l\u00c3\u00b3gica de hacer mi vida sin ti"", ""Y aunque me haga la invencible Lo fatal, lo imprescindible Es que vuelvas a m\u00c3\u00ad, vuelvas a m\u00c3\u00ad, vuelve El dolor es sofocante Y ahora todo lo importante Es que vuelvas a m\u00c3\u00ad, vuelvas a m\u00c3\u00ad, vuelve No me tortures as\u00c3\u00ad"", ""Una m\u00c3\u00a1quina de vivir sin paz Eso es lo que soy desde que no est\u00c3\u00a1s"", ""Dices que no tiene caso reaccionar as\u00c3\u00ad Que has hecho tu elecci\u00c3\u00b3n, que viva y deje vivir Pero no quiero romper el lazo que me ata a ti Ten consideraci\u00c3\u00b3n y no me dejes sufrir"", ""Y aunque me haga la invencible Lo fatal, lo imprescindible Es que vuelvas a m\u00c3\u00ad, vuelvas a m\u00c3\u00ad, vuelve El dolor es sofocante Y ahora todo lo importante Es que vuelvas a m\u00c3\u00ad, vuelvas a m\u00c3\u00ad, vuelve No me tortures as\u00c3\u00ad"", ""Bleib, baby, bleib, baby Geh nicht wieder weg Bleib, baby bleib, baby Geh nicht wieder weg"", ""Y aunque me haga la invencible Lo fatal, lo imprescindible Es que vuelvas a m\u00c3\u00ad, vuelvas a m\u00c3\u00ad, vuelve El dolor es sofocante Y ahora todo lo importante Es que vuelvas a m\u00c3\u00ad, vuelvas a m\u00c3\u00ad, vuelve No me tortures as\u00c3\u00ad"""
294,cazador de amor en ingles   ,"""35 grados de temperatura Hace un calor insoportable y no me puedo olvidar Tomo el telefono y llamo a la operadora Comunicame con el chico que yo amo Comunicame con el chico que yo amo"", ""35 grados de temperatura Siento que todo me da vueltas, se que voy a estallar Desesperada --a la operadora Vuelva llamelo y digale que lo amo Vuelva llamelo y digale que lo amo"", ""Mi corazon expresa el amor Buen cazador Eres tu y contigo Yo me siento Mi corazon expresa el amor Buen cazador Eres tu y contigo Yo me siento acabada de nacer Aunque solo sea una visita tuya Aunque sea una llamada cortada Aunque sean tus palabras trozadas Quiero oir tu voz Quiero oir tu voz Quiero oir tu voz Quiero oir tu voz"", ""Mi corazon expresa el amor Buen cazador Eres tu y contigo Yo me siento -- Mi corazon expresa el amor Buen cazador Eres tu y contigo Yo me siento acabada de nacer"""
295,i want to fly away en portugues   ,"""Eu quero voar para longe daqui Eu quero pegar minhas malas e desaparecer Eu quero ser livre de novo N\u00c3\u00a3o sei como, n\u00c3\u00a3o sei quando mas oh Quando eu sair de l\u00c3\u00a1 Eu sei eu irei apenas um passageiro Eu tenho visto um \u00c3\u00banico e certo lugar para mim E feliz eu serei. Quando as coisas estiverem dando errado e vidas sendo dif\u00c3\u00adceis... Quando voc\u00c3\u00aa n\u00c3\u00a3o tiver mais nada \u00c3\u00a0 perder Quando seus duros empregos com baixo sal\u00c3\u00a1rio e seus namorados te tratando como um lixo E voc\u00c3\u00aa apenas quer voar para longe Apenas deixar este lugar, Isso seria um golpe. Eu quero voar para longe daqui.Eu quero voar para longe daqui Eu quero pegar minhas malas e desaparecer Eu quero ser livre de novo N\u00c3\u00a3o sei como, n\u00c3\u00a3o sei quando mas oh Quando eu sair de l\u00c3\u00a1 Eu sei eu irei apenas um passageiro Eu tenho visto um \u00c3\u00banico e certo lugar para mim E serei. Bem finalmente do meu jeito,oque mais posso dizer, deixe um recado na porta e diga:Eu n\u00c3\u00a3o vivo aqui mais. O sorriso finalmente voltar\u00c3\u00a1 e tudo oque eu sei \u00c3\u00a9 que finalmente irei, finalmente irei,eu irei sair daqui Longe desse terror! Eu quero voar para longe daqui.Eu quero voar para longe daqui Eu quero pegar minhas malas e desaparecer Eu quero ser livre de novo N\u00c3\u00a3o sei como, n\u00c3\u00a3o sei quando mas oh Quando eu sair de l\u00c3\u00a1 Eu sei eu irei apenas um passageiro Eu tenho visto um \u00c3\u00banico e certo lugar para mim E serei.Eu serei, sim, oh sim...yahoo, finalmente l\u00c3\u00a1,e eu sentirei falta dele, o cara que me tratou t\u00c3\u00a3o mal voltando para minha casa vejo voc\u00c3\u00aa na terra dos meus sonhos, voc\u00c3\u00aa \u00c3\u00a9 simplismente perfeito para mim. E voc\u00c3\u00aa apenas quer voar para longe Apenas deixar este lugar, Isso seria um golpe. Eu quero voar para longe daqui.Eu quero voar para longe daqui Eu quero pegar minhas malas e desaparecer Eu quero ser livre de novo N\u00c3\u00a3o sei como, n\u00c3\u00a3o sei quando mas oh Quando eu sair de l\u00c3\u00a1 Eu sei eu irei apenas um passageiro Eu tenho visto um \u00c3\u00banico e certo lugar para mim E serei."""
296,eres tu mi sol   ,"""Te regalo mi cintura y mis labios para cuando quieras besar Te regalo mi locura y las pocas neuronas que quedan ya Mis zapatos deste\u00c3\u00b1idos, el diario en el que escribo Te doy hasta mis suspiros, pero no te vayas m\u00c3\u00a1s"", ""Porque eres t\u00c3\u00ba mi sol, la fe con que vivo La potencia de mi voz, los pies con que camino Eres t\u00c3\u00ba amor, mis ganas de re\u00c3\u00adr El adi\u00c3\u00b3s que no sabr\u00c3\u00a9 decir, porque nunca podr\u00c3\u00a9 vivir sin ti"", ""Si alg\u00c3\u00ban d\u00c3\u00ada decidieras alejarte nuevamente de aqu\u00c3\u00ad cerrar\u00c3\u00ada cada puerta para que nunca pudieras salir Te regalo mis silencios, te regalo mi nariz Yo te doy hasta mis huesos, pero quedate aqu\u00c3\u00ad"", ""Porque eres t\u00c3\u00ba mi sol, la fe con que vivo La potencia de mi voz, los pies con que camino Eres t\u00c3\u00ba amor, mis ganas de re\u00c3\u00adr El adi\u00c3\u00b3s que no sabr\u00c3\u00a9 decir, porque nunca podr\u00c3\u00a9 vivir..."""
297,donde estas corazn   ,"""\u00c2\u00bfD\u00c3\u00b3nde est\u00c3\u00a1s, coraz\u00c3\u00b3n? Ayer te busqu\u00c3\u00a9 Entre el suelo y el cielo, mi cielo Y no te encontr\u00c3\u00a9"", ""Puedo pensar que huyes de m\u00c3\u00ad Porque en mi silencio Una corazonada me dice que s\u00c3\u00ad"", ""\u00c2\u00bfD\u00c3\u00b3nde est\u00c3\u00a1s, coraz\u00c3\u00b3n? Ven, regresa por m\u00c3\u00ad Que la vida se me vuelve un ocho si no est\u00c3\u00a1s aqu\u00c3\u00ad"", ""Quiero pensar que no tardar\u00c3\u00a1s Porque en el planeta No existe m\u00c3\u00a1s nadie a quien pueda yo amar"", ""\u00c2\u00bfD\u00c3\u00b3nde est\u00c3\u00a1s, coraz\u00c3\u00b3n? Ayer te busqu\u00c3\u00a9 \u00c2\u00bfD\u00c3\u00b3nde est\u00c3\u00a1s, coraz\u00c3\u00b3n? Y no te encontr\u00c3\u00a9"", ""\u00c2\u00bfD\u00c3\u00b3nde est\u00c3\u00a1s, coraz\u00c3\u00b3n? Saliste de aqu\u00c3\u00ad Ay, buscando qui\u00c3\u00a9n sabe qu\u00c3\u00a9 cosas tan lejos de m\u00c3\u00ad"", ""Puedo pensar, y vuelvo pensar que no tardar\u00c3\u00a1s Porque en el planeta No existe m\u00c3\u00a1s nadie a quien pueda yo amar"", ""\u00c2\u00bfD\u00c3\u00b3nde est\u00c3\u00a1s, coraz\u00c3\u00b3n? Ayer te busqu\u00c3\u00a9 \u00c2\u00bfD\u00c3\u00b3nde est\u00c3\u00a1s, coraz\u00c3\u00b3n? Y no te encontr\u00c3\u00a9"", ""Te busqu\u00c3\u00a9 en el armario En el abecedario, debajo del carro En el negro, en el blanco En los libros de historia En las revistas, en la radio"", ""Te busqu\u00c3\u00a9 por las calles En donde tu madre, en cuadros de Botero En mi monedero, en dos mil religiones Te busqu\u00c3\u00a9 hasta en mis canciones"", ""\u00c2\u00bfD\u00c3\u00b3nde est\u00c3\u00a1s, coraz\u00c3\u00b3n? Ayer te busqu\u00c3\u00a9 \u00c2\u00bfD\u00c3\u00b3nde est\u00c3\u00a1s, coraz\u00c3\u00b3n? Y no te encontr\u00c3\u00a9"", ""Te busqu\u00c3\u00a9 en el armario En el abecedario y debajo del carro En el negro, en el blanco En los libros de historia En las revistas y en la radio"", ""Te busqu\u00c3\u00a9 por las calles En donde tu madre, en cuadros de Botero En mi monedero, en dos mil religiones Te busqu\u00c3\u00a9 hasta en mis canciones"", ""\u00c2\u00bfD\u00c3\u00b3nde est\u00c3\u00a1s, coraz\u00c3\u00b3n? Ayer te busqu\u00c3\u00a9"", ""Te busqu\u00c3\u00a9 en el armario En el abecedario, debajo del carro En el negro, en el blanco En los libros de historia En las revistas..."""
